accver	taxid	isolate	host	genotype	country	isolation_source	collection_date	strain	serotype	group	old_name	type	collected_by	gb_acronym	note	lab_host	subtype1	acronym	note.1	NA.	clone	map	cell_line	lat_lon	segment	identified_by	culture_collection	serogroup	subgroup	tissue_lib	tissue_type	acronym.1	variety
AB330106.1	46927	NA	NA	NA	NA	NA	NA	BP-1	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN226747.1	46921	NA	Homo sapiens	NA	USA	NA	1954-12-31	NA	NA	NA	Human adenovirus 13	NA	NA	NA	belongs to Human adenovirus species D type: 13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB475148.1	52275	kumamotoA/2003	NA	NA	NA	NA	NA	NA	37	NA	Human adenovirus 37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330127.1	46941	NA	NA	NA	NA	NA	NA	1594	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330124.1	46938	NA	NA	NA	NA	NA	NA	1309	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149632.1	52275	NA	NA	NA	NA	NA	NA	NA	37	NA	Human adenovirus type 37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF476839.1	130310	NA	Homo sapiens	HAdV-D69	NA	infected kb cell fluid	1954-12-31	human/USA/MEE-CH38/1955/69[P69H15F42]	NA	NA	NA	NA	NA	NA	HeLa-2/KB-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC215431.1	880565	NA	Homo sapiens 20 year old man	NA	Japan:Kumamoto	NA	2013-05-28	case77_20131505	D56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC066535.1	130310	NA	Homo sapiens	NA	Japan: Osaka	NA	2010-12-31	human/JPN/OIPH23/2011/82[P56H15F37]	NA	NA	NA	NA	NA	NA	genotype: NEW[P56H56F37]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ194509.1	130310	Adenovirus_Amsterdam_1993	Homo sapiens	NA	Netherlands	NA	1993-01-10	NA	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268333.1	130310	NA	Homo sapiens	56[P56/H56/F56]	USA: Pittsburgh, Pennsylvania	NA	1991-12-31	human/USA/CL_50/1992/56[P56/H56/F56]	8	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268313.1	130310	NA	Homo sapiens	NEW[P26H56F56]	USA: Pittsburgh, Pennsylvania	NA	1991-12-31	human/USA/Pitts_00150/1992/NEW[P26H56F56]	4	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268209.1	130310	NA	Homo sapiens	56[P56H56F56]	USA	NA	NA	human/USA/MEEI_00078/X/56[P56H56F56]	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN226748.1	1604283	Human adenovirus D human/SAU/CH38/1955/69[P53H15F69]	Homo sapiens	NA	Saudi Arabia	NA	1954-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB665252.2	130310	NA	Homo sapiens	NA	Japan: Osaka	NA	2010-12-31	human/JPN/OIPH23/2011/NEW[P56H56F37]	NA	NA	NA	NA	NA	NA	genotype: NEW[P56H56F37]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB562586.1	28276	CH38	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330114.1	46934	NA	NA	NA	NA	NA	NA	D. J.	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149617.1	28276	NA	NA	NA	NA	NA	NA	NA	15	NA	Human adenovirus type 15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149629.1	46933	NA	NA	NA	NA	NA	NA	NA	32	NA	Human adenovirus type 32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB245425.1	10527	NA	NA	NA	Japan:Hiroshima	NA	NA	130H	9	NA	Human adenovirus 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Adhikary.Arun Kumar	NA	NA	NA	NA	NA	NA	NA
JN226757.1	46942	NA	Homo sapiens	NA	USA	NA	1981-12-31	NA	NA	NA	NA	NA	NA	NA	belongs to Human adenovirus species D type: 47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330128.1	46942	NA	NA	NA	NA	NA	NA	1601	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330094.1	46921	NA	NA	NA	NA	NA	NA	A. A.	NA	NA	Human adenovirus 13	NA	NA	NA	synonym: Human adenovirus type 13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149616.1	46921	NA	NA	NA	NA	NA	NA	NA	13	NA	Human adenovirus type 13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF476844.1	130310	NA	Homo sapiens	HAdV-D87	NA	stool sample from a 4 year old male with fever, emncephalitis, positive kernig sign and positive babinski's	NA	human/USA/MEE-TWSC/1964/87[P9H15F25]	NA	NA	NA	NA	NA	NA	HFDK-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF476843.1	130310	NA	Homo sapiens	HAdV-D87	NA	rectal swab sample from a 22 month old male with moderate severe upper respiratory tract infection	NA	human/USA/MEE-TIER/1967/87[P9H15F25]	NA	NA	NA	NA	NA	NA	HFD-4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF476841.1	130310	NA	Homo sapiens	HAdV-D87	NA	rectal swab sample from a 19 month old female with fever, cough and runny nose	NA	human/USA/MEE-KIPA/1967/87[P9H15F25]	NA	NA	NA	NA	NA	NA	HFD-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC215445.1	880565	NA	Homo sapiens	NA	Japan:Kumamoto	NA	2010-11-07	case157_20101537	D56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC215430.1	880565	NA	Homo sapiens 21 year old man	NA	Japan:Kumamoto	NA	2012-11-21	case69_20121569	D56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC215425.1	880565	NA	Homo sapiens 18 year old woman	NA	Japan:Kumamoto	NA	2012-05-30	case37_20121516	D56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268329.1	130310	NA	Homo sapiens	56[P56H56F56]	Germany	NA	1982-07-02	human/DEU/HEIM_00081/1982/56[P56H56F56]	15	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268325.1	130310	NA	Homo sapiens	HAdV-D92	Germany	NA	1986-05-19	human/DEU/HEIM_00090/1986/92[P92H32F27]	32	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268322.1	130310	NA	Homo sapiens	HAdV-D103	Germany	NA	1986-05-19	human/DEU/HEIM_00091/1986/103[P103H33F30]	33	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB719408.1	880565	NA	NA	NA	Japan: Hyogo prefecture, Himeji city	swab	2011-05-11	Hyogo6810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB690367.1	880565	NA	Homo sapiens	NA	Japan: Osaka	NA	2010-12-31	20110150/Osaka/2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB630325.1	880565	FS/104/2010	homo sapiens	NA	Japan: Fukui	Conjunctival scrapings	NA	NA	NA	NA	NA	NA	NA	NA	type: 56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM770721.2	880565	NA	Homo sapiens	NA	France	NA	2007-12-31	NA	NA	NA	NA	56	NA	NA	belongs to Human adenovirus species D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB562588.1	130310	2307-S	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB562587.1	46931	BP6	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330110.1	46931	NA	NA	NA	NA	NA	NA	BP-6	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330096.1	28276	NA	NA	NA	NA	NA	NA	CH38	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ619037.1	46924	NA	Homo sapiens	NA	Saudi Arabia	NA	1955-12-31	AV-2711	NA	NA	Human adenovirus type 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB475145.1	52275	tokyo/2003	NA	NA	NA	NA	NA	NA	37	NA	Human adenovirus 37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ404771.1	46924	AV-2711	Homo sapiens	NA	Saudi Arabia	NA	1955-12-31	NA	22	NA	Human Adenovirus type 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ATCC:VR-1100	NA	NA	NA	NA	NA	NA
DQ792570.1	10532	NA	NA	NA	NA	tissue culture prepared from pooled Rhesus monkey kidney cells	NA	ATCC VR-201; 8045-2WN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149642.1	245072	NA	NA	NA	NA	NA	NA	NA	51	NA	Human adenovirus type 51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149640.1	46942	NA	NA	NA	NA	NA	NA	NA	47	NA	Human adenovirus type 47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149620.1	46924	NA	NA	NA	NA	NA	NA	NA	22	NA	Human adenovirus type 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AF108105.1	46922	NA	NA	NA	NA	NA	NA	NA	NA	NA	Human adenovirus type 17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF476842.1	130310	NA	Homo sapiens	HAdV-D88	NA	stool sample from a 1 year old male with bronchitis	NA	human/USA/MEE-MOLD/1963/88[P88H15F9]	NA	NA	NA	NA	NA	NA	HFD-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF476840.1	130310	NA	Homo sapiens	HAdV-D56	NA	vaginal swab sample from a 23 year old female	NA	human/USA/MEE-CHBR/1995/56[P9H15F9]	NA	NA	NA	NA	NA	NA	MRC5-2/HFDK-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX827426.1	130310	Py52A	Homo sapiens	NA	Paraguay	nasopharyngeal aspirate	2010-07-11	human/PAR/Py52A/2010/83[P83H9F15]	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268204.1	130310	NA	Homo sapiens	15[P15H15F15]	Germany	NA	1988-05-19	human/DEU/HEIM_00082/1988/15[P15H15F15]	12	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN226754.1	46931	NA	Homo sapiens	NA	USA	NA	1958-12-31	NA	NA	NA	NA	NA	NA	NA	belongs to Human adenovirus species D type: 29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF198454.1	2064736	NA	Rhesus monkey	NA	USA	stool	2010-09-30	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP274043.1	130310	DKEI526/Cote d'Ivoire/2012	dog	NA	Cote d'Ivoire	NA	2011-12-31	NA	NA	NA	NA	NA	M. Pauly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268335.1	130310	NA	Homo sapiens	72[P72H30F72]	Germany	NA	1985-09-02	human/DEU/HEIM_00088/1985/72[P72H30F72]	30	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268211.1	130310	NA	Homo sapiens	HAdV-D99	Germany	NA	1987-04-09	human/DEU/HEIM_00098/1987/99[P9H46F39]	46	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN226765.1	245072	NA	Homo sapiens	NA	Netherlands	NA	1988-12-31	NA	NA	NA	NA	NA	NA	NA	belongs to Human adenovirus species D type: 51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330132.1	245072	NA	NA	NA	NA	NA	NA	Bom	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330103.1	46924	NA	NA	NA	NA	NA	NA	AV-2711	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF268201.1	130310	NA	Homo sapiens	HAdV-D94	Germany	NA	1982-05-10	human/DEU/HEIM_00080/1982/94[P33H15F9]	15	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149627.1	46931	NA	NA	NA	NA	NA	NA	NA	29	NA	Human adenovirus type 29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX868297.2	2461378	GyK018	Homo sapiens	NA	Sweden	NA	1977-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF416150.1	130310	NA	Homo sapiens	NA	Panama	NA	2010-12-31	Hu/PAN/P309886/2011/84 [P43H17F84]	NA	NA	NA	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149615.1	28275	NA	NA	NA	NA	NA	NA	NA	10	NA	Human adenovirus type 10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN226761.1	46937	NA	Homo sapiens	NA	France	NA	1981-12-31	NA	NA	NA	NA	NA	NA	NA	belongs to Human adenovirus species D type: 42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB330123.1	46937	NA	NA	NA	NA	NA	NA	54/82	NA	NA	NA	NA	NA	NA	synonym: Human adenovirus type 42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ149635.1	46937	NA	NA	NA	NA	NA	NA	NA	42	NA	Human adenovirus type 42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF799911.1	130310	NA	Homo sapiens	NA	USA	NA	2007-11-17	human/USA/CDPH/2007/59[P64H25F56]	NA	NA	Human adenovirus D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU755357.1	10541	r1332	Homo sapiens	NA	Kuwait	broncoalveolar lavage	2007-04-30	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF198460.1	2064742	NA	Rhesus monkey	NA	USA	stool	2010-09-30	NA	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP329562.1	38430	NA	Macaca mulatta (rhesus macaque)	NA	NA	NA	1957-12-31	P-10	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF053123.1	1458443	NA	Macaca mulatta	NA	China	NA	2002-06-09	SAdV.Rh/CHN-23/2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB248447.1	10541	NA	NA	NA	Japan	NA	NA	Chiba_040530	NA	NA	Human adenovirus type 11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB248455.1	10541	NA	NA	NA	Japan	NA	NA	Chiba_040599	NA	NA	Human adenovirus type 11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KP329565.1	38416	NA	Papio cynocephalus (yellow baboon)	NA	NA	NA	1962-12-31	AA153	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632707.1	45659	CU-C2717	Homo sapiens	B3	Thailand	nasopharyngeal swab	2012-03-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632706.1	45659	CU-C2701	Homo sapiens	B3	Thailand	nasopharyngeal swab	2012-03-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ407708.1	108098	AdBx79	Homo sapiens	B	France	stool	2008-09-14	NA	NA	NA	Human adenovirus B	NA	NA	HAdV-B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR914483.1	714978	NA	Homo sapiens	NA	Iraq	urine	2013-09-14	NA	NA	HAdV-D.IQ1	Human adenovirus B55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR527455.1	45659	C090-TUN13	NA	B3	Tunisia	conjunctival swabs	2012-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR914485.1	714978	NA	Homo sapiens	NA	Iraq	urine	2013-09-14	NA	NA	HAdV-D.IQ3	Human adenovirus B55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR527464.1	45659	C116-TUN13	NA	B3	Tunisia	conjunctival swabs	2012-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ272607.1	10521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF976525.1	130310	CI_4719	Homo sapiens	NA	Cote d'Ivoire	NA	2011-12-31	NA	NA	NA	Human adenovirus D	NA	Maude Pauly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY704437.1	45659	CU_B17156	Homo sapiens	B3	Thailand	nasopharyngeal aspirate	2015-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KR914484.1	714978	NA	Homo sapiens	NA	Iraq	urine	2013-09-14	NA	NA	HAdV-D.IQ2	Human adenovirus B55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY704439.1	45659	CU_B16742	Homo sapiens	B3	Thailand	nasopharyngeal aspirate	2015-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632676.1	45659	CU-Bkk4543	Homo sapiens	B3	Thailand	nasopharyngeal swab	2011-01-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY704410.1	10519	CU-B17273	Homo sapiens	B7	Thailand	nasopharyngeal aspirate	2015-12-31	NA	NA	NA	Human adenovirus B7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632722.1	45659	CU-CU394	Homo sapiens	B3	Thailand	nasopharyngeal aspirate	2012-07-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632702.1	45659	CU-C2157	Homo sapiens	B3	Thailand	nasopharyngeal swab	2011-08-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ923122.2	332179	T03-2244	NA	NA	USA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJ272606.1	10541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632730.1	45659	CU-H2703	Homo sapiens	B3	Thailand	nasopharyngeal swab	2010-11-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY704441.1	45659	CU_B16073	Homo sapiens	B3	Thailand	nasopharyngeal aspirate	2015-12-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632678.1	45659	CU-Bkk4627	Homo sapiens	B3	Thailand	nasopharyngeal swab	2011-02-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632717.1	45659	CU-CU128	Homo sapiens	B3	Thailand	nasopharyngeal aspirate	2011-08-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632675.1	10519	CU-Bkk4539	Homo sapiens	B7	Thailand	nasopharyngeal swab	2011-01-18	NA	NA	NA	Human adenovirus B7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632674.1	45659	CU-Bkk4519	Homo sapiens	B3	Thailand	nasopharyngeal swab	2011-01-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632670.1	45659	CU-Bkk3714	Homo sapiens	B3	Thailand	nasopharyngeal swab	2010-09-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC632668.1	45659	CU-Bkk3242	Homo sapiens	B3	Thailand	nasopharyngeal swab	2010-09-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK955319.1	130309	NA	Homo sapiens	NA	South Africa	stool	NA	SA12303	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK955318.1	130309	NA	Homo sapiens	NA	South Africa	stool	NA	SA12383	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
